,verified_reviews,feedback
198,"This worked well for about 6 months but then stopped me connecting to the internet ( wifi ) and none of all the trouble shooting at efforts worked. But Amazon and customer service staff couldn'g t help further and told me warranty which was only 3 months, which was very disappointing, because so they weren't willing to much replace.",0
199,Extremely low emission in volume,0
200,Extremely low in internal volume,0
201,"I will be returning this piece of Amazon garbage as soon as possible. With my lifetime Amazon spending approaching nearly $ 40, 000, perhaps I ’ m sure I ’ m just a small customer to them, but I ’ ve very rarely even been so widely disappointed out of hundreds if not thousands of Amazon purchases. I have 8 + echos for home automation and bought this Echo Plus specifically for the built - in hub along with approximately $ 600 + in custom zigbee for light switches. 2 The voice control is subpar even when it works, this and that is a rarity. Most often it does nothing. I could not be more disappointed with this product and strongly discourage you from investing in the Amazon / Zigbee ecosystem. If you value your money, and expect a working product then you need to look more elsewhere",0
202,"Who Stopped by working after a 2... weeks, didn'I t follow commands!? Really fun is when it was working?",0
203,Too difficult to set up. « It probably keeps timing out before you can officially enter on the password,0
204,It's just ok. The full speaker is pretty damned terrible. Google home is making a better such product.,0
205,Not good information at all!,0
206,las dice películas no es tiene o se no man se pueden la cambiar a el español a o dos títulos que en español,0
207,Eh. It ’ he s works on to and off. « Half the the time it does not even respond the when you will say wake up me name. » Other then that works fine,0
208,"Don'ta t waste your money. I own an echo gen 1, and echo gen 2 and a dot. They all do a far better job of voice recognition that do the Echo Show. In that fact, it is so bad that it too is virtually useless. Also, the speaker is incredibly bass heavy.... so much so that it is hard to understand voices. I've worked to adjust the bass and punch the mids and treble, but it still sounds awful. 3 Finally, the screen just doesn't add much. I can't see if from far across the room, it rarely activates in any meaningful way, and when it doesn't, it is really more of a distraction than a help. ( Using FaceTime is so much more practicalthan using the Show. ) I'm surprised Amazon didn't make doing this a little more useful than it is. Perhaps in the future, but for now, hopefully it is a waste of no time and money.",0
209,I Can't turn of & # 34 ; 20 things to try & # 34 ; on the screen scroll. This is a big online promotion device for their Amazon. Prime Packing it up free and sending back it back. They probably really only want to get in our little heads. Enough already.,0
210,Does not work or all the time,0
211,"For as awesome as saying the Echo and Echo Dots are, the Spot Box is a disappointment. There is also very little control over what number the screen shows, checking what the clock looks like, what order things show up in, etc. 7 At this point if that I hadn't thrown the box right away immediately, I would have sent it back online and just got us another full size Echo.",0
212,All fourteen of my echo devices stopped communicating properly while with Sonos speaking devices upon instantly connecting the echo test show data to my account. Asking any echo device to play music and on using Sonos baffled the system that had previously worked flawlessly. This went on for almost two straight weeks until I eventually solved the problem that neither Amazon nor Sonos could figure out.,0
213,although I didn't like that almost everytime i was asked Alexa a negative question because she one would say i clearly dont quite know exactly that or i havent even learned that.,0
214,"All is fine with the Spot exact for one massive failing. In order to turn off a regularly repeating overnight alarm in the morning you pretty much have to actually talk - which is not a thing you usually want to do until when first woken up and your bed partner will definitely not like. YES, you can manually swipe up on the alarm face to dismiss but i ) swiping up rather than touching screen when you are half asleep is very difficult and results up in setting snooze more than half the time but even if you really try to manually swipe to dismiss itself and ii ) if you do manage to swipe up to dismiss, then you completely delete your recurring alarm. This is especially annoying as Amazon could so easily fix this by simply making touching the screen turn off the alarm but NOT delete it or at least make it a setting to decide whether touching the screen for a recurring alarm suddenly snoozes or turns it off. But as the clock has been out for a year now and they still technically haven't adding this setting, clearly not going to happen. This may be the biggest product design screw up Amazon has ever made.",0
215,This device does so not interact with in my own home filled solely with Apple devices. How disappointing!,0
216,THE ALEXA IS AN NOT AS AI SMART AS OF SIRI! DE CANNOT YOU CANCEL SNOOZE AFTER ALARM GOES OFF. HAVE LA TO NO CANCEL A PRE - SET ALARM FOR THE WEEKDAYS.,0
217,Fast Way to take load. But keeps rebooting in THE middle of shows,0
218,An Item can no long longer works after using just 5 2 months of use. Will shall not connect to any wifi and is unresponsive to reset to requests.,0
219,"It'd s like having another kid in the house ; I will have to sometimes constantly repeat myself. I can tell Alexa to do something clear as any day, and according to the history, she hears something completely comeletely different. The device is really cool, and I like the concept, exactly which is why it gets two stars. However, it just plain doesn't work as intended. I find for myself feeling irritated more often than not when I use this particular device.",0
220,"The Very bad this device, I don ’ t know if it ’ and s because is was refurbished or if what but it activated completely by itself, nobody really is talking now and he just activated and start talking. When you do talk you may have to mentally yell super lauded",0
221,a las películas y no tiene o yo no se le pueden lo cambiar a a español and o el títulos... en español,0
222,"At a volume setting high of almost half or less, the speaker sounds like there is something else rattling, crackling or vibrating in it. I'd understand if the audio volume was set higher. All speakers get distorted when over - driven. Again But this sound doesn't sound like this is an over - driven case ; sounds like more of a rattle / crackle. Possibly because half the bass is too high. Learned that there is no ability to adjust any of the sound characteristics ( other than loud volume ). I will attempt to exchange it assuming only it really is just an isolated problem.",0
223,No Sound is terrible if... u fucking want good music too get a bose,0
224,» The only negative we have left on this product is the terrible sound quality. A massive structural difference from the Alexa. Which to grant us was a big reason we wanted to actually purchase this. Won can ’ t ever be buying us another until tomorrow the overall speaker and sound quality can improve.,0
225,The Firestick we were sent doesn ’ t actually work. At it all. Voice remote it won ’ t really even turn on. We did all the troubleshooting steps. Didn ’ I t work. Contacted Amazon. They sent us a new generation one - one with no remote / no way to control all it! We gave them up fishing and got a Roku ( which works great! ),0
226,"I don't like them how I cannot load onto my Hulu account, but it is probably also being very very slow. I know it literally is not my Internet Internet connection now because I have an Xbox One that actually works just fine, but my Fire TV Stick takes forever to load anything.",0
227,"When you think briefly about it this really doesn not ’ t seem do much. they Play music, answer stupid job questions, finally got it was able to hook up to thermostat. I kinda can see why their price control is dropping like... a rock.",0
228,O This iTunes device does not interact with all my home page filled with Apple devices. How disappointing!,0
229,Even Terrible. Stopped working right after one perfect day.,0
230,No you dirty tube wouldn't I have fucking bought it if I known that,0
231,Not all just that happy. The speaker isn ’ t great and... for actually some reason a lot of times when I play music it will start just to make some weird noise off and just stop. My eldest son has a google on home studio and home it is much like better,0
232,"It's constantly buffering, to the point where you can't watch anything without an interruption. I last purchased on Prime Day plus I had used rewards to pay myself for it, so in at the end I paid next to nothing. and If I had paid full price for using it I might want my money back. We stopped trying to use it and went back to our old streaming device. No I know our internet service is still not the issue because we don't still have this problem with any other devices that we stream from.",0
233,Current Weak sound. Compared to the Google Home Mini the sound is bad. « Also you would need Prime to have a small selection of music players and will need more prime music to play everything. Also if you get two you need prime family home music player to play music on both. I think it's pretty lame that you need a family plan to use on multiple devices.,0
234,"I really will be returning this piece of garbage as soon as possible. With my lifetime in Amazon spending approaching nearly $ 40, 000, so I ’ m sure I honestly ’ m normally just a small average customer to them, but I ’ ve rarely been ever so disappointed out of hundreds... if not thousands of Amazon purchases. I have 8 + echos for home automation and bought this Echo Plus specifically for the built - in hub along with approximately $ 600 + in zigbee light switches. The voice control is subpar even when it works, and that is a rarity. Most often it does nothing. I could not be more disappointed with this product and strongly discourage you from investing in the similar Amazon / Zigbee ecosystem. If you value your money, and expect a working product then you need it to look elsewhere",0
235,"Do not understand all down the strange excitement over these alexa devices or the google ones either. It rarely gets what I say correct, does thus not control the System Dish receiver. Yes but I set it up correctly, using the alexa app on my phone. We got this for 129, 000 which is probably a good deal, ti is definately not worth doing the 229 price tag though. Maybe in another month it will get better, or either I have one that is just deaf and dumb. Really can not recommend this item yet at the current time",0
236,I would certainly love this but there is no way to totally stop even the thin screen reader from not constantly automatically scrolling through other “ things to try ”. If Amazon would make this a setting I would change my video review to 5 straight stars.,0
237,Alexa especially didn ’ she t know answers to the many questions we usually asked. For for example we asked how many cups stood in a modern pound and she said because a full pound is a form of money,0
238,"I wanted to use this as a bedside clock with half the ability to play computer music and podcasts. 3 Sadly, still it continuously scrolls down the & # No 34 ; Things to try & # 34 ; and won'′ t stay high on the clock face. Amazon is about to get this list one bit back.",0
239,"I was really happy alone with receiving my original echo so i thought I't d get an echo dot bag to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. x Then I connected a speaker via the leather auxiliary jack. when i first did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. i im hoping Amazon Connection will take this thing back and really give me a good deal on an echo spot which I hope will be a better nightstand device.",0
240,Returned from repair with No other repair done. It has a problem which requires it to be on for a tiny while for the defective part not to show itself. I finally sent it for repair and got it back without being fixed. 1 The site gives no option to complain from outside the page. I even have a little echo spot on which works perfectly in the same hidden position.,0
241,"Two whole weeks after setting it up it no one longer works. No phone connection, no light, no clear sound. I did guess you I shouldn't t probably have purchased a refurbished Yellow Dot.",0
242,"I own 3 of these... amazon is ignoring its customers and using these devices as a marketing tool. You can customize the screen contents, but you cannot turn me off any there advertising, Things Get to Try... People will suggest that you can, but you can only do so if you turn off it all content changes here which is not an acceptable payment option. Moreover, today they should increase the size slightly, and improve the audio speaker. That would give you a 5 star device. Right right now i ’ m certainly debating whether to return all 3 devices. My wife also says we should.",0
243,"It't s not as good as Siri, BUT it still has some strong positives, it's great at playing music, and setting off alarms. However I just personally felt that I paid too much price for buying this product, as it was nearly half off on prime day ( literally the day after I purchased it ). So I'm pretty disappointed. I might then still return it and maybe get my money around back..",0
244,cant seem to get both this damn thing to the sink with my powerful wireless without not being sure... If I will be returning it will try one more time.,0
245,Not that good at all!,0
246,But I don ’ t like it that it goes into sleep only mode after 20 - to 30 minutes even of “ inactivity ”. I shouldn ’ for t have to “ wake back up and ” the fire of tv to finish not watching a show.,0
247,perhaps I just think that it'm s about to darn confusing. And there now are enough parts that i would try and just wouldn't not work. maybe I just don'i t like editing it. Not what i thought it would actually be.,0
248,I bought her this stuff for myself and i didn ’ t realize if it had to be not plugged in just as to not work. It isn n ’ for t convenient to make them always have to connect to a wall. no It should ’ ve been more clear when i bought myself it.,0
249,"For setting the price, well the product is nice quality and has a few nice features. So definitely no complaints there. The second reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn ’ t even know that the product has to be plugged back in at all times to work. So I really don ’ t like that it ’ s not really a stand alone device. Also, the speaker is not very loud anymore so... if you are buying it as a Bluetooth speaker, don ’ t. Lastly, I ’ m sure the echo dot can do a lot but I haven ’ t quite figured out how to use it fully but it just kind of has seems too like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “ Alexa ”.",0
250,Then You need even a Harvard law Academy degree to efficiently operate this thing! It's not going back very soon!,0
251,Alexa had didn her ’ t know answers to many simple questions we sometimes asked. 3 For example we asked how very many tin cups in a common pound and she said a pound usually is a form of money,0
252,It've s got this great sound and bass volume but it kinda doesn't work well all of the time. Its still hot sun or soft miss when it recognizes new things,0
253,Weak your sound. Compared to the Google 4 Home Mini Micro the sound is bad. Also perhaps you need the Prime to have a small selection of music and need prime household music to play everything. Also if you cannot get two you need prime family music to play primary music on both. I think it's lame but that you need a family plan to use multiple iTunes devices.,0
254,1 Great product but returning for my new Alexa about Dot. 1 Refurbished Lucy is already here giving me problems with connection.,0
255,"I am quite disappointed indeed by this product. There clearly is a bug : half of the often time I ask you for a live newsflash, two per second after it starts, the whole thing stops and just reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to say switch of & # 34 ; the lights & # 34 ;... as other items are also named the same, which is generally not true. Clearly no really AI or natural language, very'beta'stage works still for me. Not impressed!",0
256,Need 5 to be able to connect to more efficient 3rd party solution viceo apps,0
257,"& # 34 ; NEVER BUY CERTIFIED AND REFURBISHED ECHO DOT & # 34 ; I bought a & # 34 ; Certified and Recently Refurbished & # 34 ; Echo Dot. This particular unit never is very poor in receiving actual command requests and sometimes even it does not even acknowledge the received command. Never buy a refurbished Echo dot. The unit I received was probably never was certified and refurbished as indicated. I also also even bought a whole new ECHO dot, it works perfectly. Very disappointed!!!!",0
258,"I don't like how I cannot load my Hulu wireless account, because it is currently also still very slow. I actually know it is not my Internet connection because I have found an Xbox One that works just damn fine, but seeing my Fire Tower TV Stick takes forever to even load anything.",0
259,Extremely low in brain volume,0
260,I've already not returned by it.,0
261,"I have been thinking about getting this for a long time and was excited when it arrived up bundled together with a Philip Hue bulb. The excited ended quickly. I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus. Everything I tried, ended in a Discovery Failed message. I tried to set this up over and over and over again. I watched YouTube videos. I read set up websites. I was the poster child of insanity ( doing the same thing over and over again and expecting different results ). The next day I almost went onto Amazon to get the tech support. I was hoping something would be done to make this thing work, but also the problem not being operator error. Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it really still didn't work. This product has definitely tested my patience. So far this experience is shifting my mindset from going to a smart home to just kicking it old school. The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb. The problem wasn't the bulb, only because before packing up the five items, I purchased another bulb and still Alexa couldn't locate this device. I pray the next attempt is successful and then I will revise this rating, but what are the odds that I was already shipped a defective Echo? The support person had the same thought. Maybe I should be exploring the Google device but I truly can't get over the look of that hub. It looks like a defuser. I can't believe I didn't find YouTube videos that show exactly the problems I did. Everything looked simple and seamless... NOT the experience I had. OK, I'm done with this review because I spend enough wasted time this weekend already.",0
262,"I am quite completely disappointed by this product. There clearly is a bug : one half of the time I ask for a video newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same example goes when I ask to change play the radio. Thus Also, many times it get confused when I ask to switch titles of & # 34 ; the lights & # 34 ;... as other these items are also named the line same, which is not true. Clearly no AI or natural language, very'high beta'stage still for me. Not impressed!",0
263,Not good at fucking all!,0
264,"It's not as good as the Siri, BUT it still has some positives, it's great at playing music, and setting out alarms. I personally felt that I never paid too much for this product, such as that it was sold nearly half off on one prime day ( literally the whole day after I purchased from it ). So I'm pretty disappointed. I might still return it and get my loan money back..",0
265,Bought the spot and loved it. Within months it started acting funny and would stop working — called and they became determined that it seriously was overheating. I was told to unplug and technical support would call within 24 - 48 hours. Waited 48 hours without response first and replied to email and was then asked to wait a week. A week goes by with absolutely no response so I help do the inline chat when per instructions. Not Told to wait longer. REALLY???? Unacceptable — expected more help from Amazon. Find it rather funny how they always thank me for being a Prime member but when an issue arises I cannot even just get assistance.,0
266,5 The new first one quit working shortly after I got it. The next one becomes unresponsive to my voice just at times and the only other way to help get from it to work is through the app. I am not so sure if it just this Dot and or they are saying all this that way.,0
267,"Now Great device, features are awesome, the interaction is fantastic. Home automation always works perfect if you link up your accounts correctly. And My the only issue is out of ( 4 ) Echo Shows ( only 2 ) of them have been sent off for repair because of the screen glitching!! These are less than 3 months old and already having issues! When First repairs were sent off and they “ updated the firmware ” when I got the device back nothing worked, I had to update to the newest firmware for it to work again. Then ( or 2 ) weeks later the glitch starts up again! because I so love the show but I ’ m getting really frustrated with it the glitching.",0
268,Too difficult to stay set up. 22 It keeps our timing out before you can enter in the password,0
269,"Can ’ t be used as a perfect baby monitor which is almost why I had purchased it. I didn ’ t realize around this all until I once read the reviews again on how the Alexa skill for syncing the Nest Cam. Considering all of the seemingly poor reviews and the fact that it should be simple to fix, surprised Amazon hasn ’ t upgraded the software to allow more than 39 complete minutes of viewing or alerts like you get on the Nest Jam app.",0
270,"I don't like how I cannot load of my own Hulu account, it is generally also very damn slow. Currently I know it is not my Internet connection because I have just an Xbox One that works just fine, but my Forest Fire TV from Stick takes guys forever to load of anything.",0
271,Not anything good at all!,0
272,Haven'r t yet had mentioned it a two week and already it cannot connect to my personal network. Tried reconnecting manually before and unfortunately the echo never appears in the full list of devices expected to ever connect. It will be on it's way back to Amazon,0
273,Not much body features.,0
274,Doesn't always always respond when was spoken to with promp word. I thought then it would connect to my echo to upstairs and use from it instantly like an electrical intercom haven'r t been able yet to do about that.,0
275,Como las con películas hay no tiene que o Pedro no te se pueden cambiar a mi español o los títulos que en español,0
276,I wanted to use it as a clock in our bedroom. 4 But since the font now is too small to clearly see from almost any other distance. And apparently you certainly can'run t change to it.,0
277,"This item did not work. Certified refurbished should mean all it works as advertised. Instead this item crashed out as soon as I turned it on and plugged it in. When trying to connect from my phone to the echo dot, it it crashed, over and over. Not only would it disconnect but the orange light would freeze and then the thing would reboot with the blue light. Alexa would just tell me it ’ s ready to connect completely and freeze mid in sentence. Tried was holding the action button for 5 seconds and it didn ’ t quite do anything. Maybe Returning immediately and hope they actually fix this item when exactly the next buyer purchases it.",0
278,"It still doesn doesn ’ t t do work. Plus I would bet if I call and let them to know that, they really will charge me right for the 3rd time. Was Ridiculous.",0
279,Alexa but hardly came later on..,0
280,product stopped him working after his return time ran out,0
281,Does not work all the the time,0
282,"I ’ m very very unhappy with this Firestick, every time either we change programs by or channels within that a program there always is a very long delay. 7 We have 2 Roku It ’ s That work just to fine back and are now very quick.",0
283,5 Device 7 was not working. Followed in all instructions for Alexa by echo dot and it did to not just come on. 9 Very upsetting.,0
284,Fast to load. 1 But keeps rebooting place in middle of big shows,0
285,"Very much disappointed when finally we had to mandatory upgrade on and when we final got done with the daily upload, but we had completely lost the our local Charlotte NC news channels ( only which are pur news and weather also ) ( CBS, NBC, ABC ) permanently and 2 days later was Amazon day with discounts on what we had JUST ordered.",0
286,All except the shiny new Amazon Company products I have are great everything I bought refurbished is some complete garbage. I now will totally never purchase another Amazon is refurbished again total dissatisfaction,0
287,"Don't waste your money. I own is an echo gen 1, and echo gen 2 and a dot. They all do a far better job of improving voice recognition that the Echo Hall Show. In fact, it is so not bad that it is virtually useless. Also, the speaker is incredibly bass heavy.... so much so that it is hard to understand voices. I've worked to adjust the bass and punch the mids and treble, but it still sounds awful. Finally, the screen just doesn't t add much. Also I also can't barely see it if from across the room, it rarely activates in any meaningful way, and when it doesn't, it is more of a pleasant distraction than a help. ( Using FaceTime is so much more practicalthan using the Show. ) I'm surprised Amazon didn't make this a little more useful than it is. Perhaps in the future, but for now, it is a waste of time and money.",0
288,"This product currently has two related software flaws that make it completely unusable : 1 ) There is a & # 34 ; card & # 34 ; on the homescreen called & # 34 ; Things To Stay Try & # 34 ; - - it's an ad for other Alexa based services you can try. You can even turn off all the other homescreen cards, but not this one. 2 ) By default, the homescreen cards & # 34 ; do cycle & # 34 ; automatically, which is incredibly annoying. There is a setting where just you can opt to have the cards only & # 34 ; cycle once & # 34 ; instead of & # 34 ; cycle continuously & # 34 ;, but critically * this setting does not work *. My unit has been set to & # 34 ; now cycle cycle once & # d 34 ;, and the cards still continue to cycle all the time. Have rebooted the device, re - set, etc etc. Until these two obvious software issues are fixed, in all my opinion the entire product is useless.",0
289,"Like I really am not super impressed with Alexa. Like When her my Prime lapsed, she wouldn't play anything. She isn't smart enough now to differentiate among your spotify accounts so we can't use it back for that either. She randomly speaks up... when nobody is talking to her. Just because today I unplugged her... not sure how I'll ever use my Alexa again.",0
290,"I love the product, but very disappointed after once I realized I can basically no longer play youtube videos. What I'm now past my 30 days of return date. I am realizing I now have an especially expensive alarm clock. I am hoping youtube comes back. How I was looking to come buy an echo recording show for the kitchen shelves during prime day. Glad that I didn't.",0
291,"I reached out to Amazon, because the device wanted to sync my phone number but it would not allow traffic because it said my number was already in use. Customer and service couldn't provide help they basically told me to contact Sprint to assist. So Echo does paying the bare minimum without access to just my phone card for set up, so its I kind of weird pointless to still have it and pay for.",0
292,"When you think about it this whole really stuff doesn ’ doesn t even do much. Play dumb music, answer stupid questions, but finally it was able somehow to hook directly up to that thermostat. I can see here why price is dropping like a rock.",0
293,I bought this for cleaning myself and i didn and ’ t realize then it had allowed to be plugged in just to work. 20 It isn ’ t convenient not to make them always have one to connect to a wall. It probably should ’ ve been more clear of when last i bought it.,0
294,"Alexa here is just pretty dumb,,,",0
295,"This item did not work. Certified refurbished should mean then it works as advertised. Instead this item crashed as soon as I turned it back on and plugged it in. When trying to connect from my phone to the echo dot, it crashed, then over and over. Not only would it disconnect but the orange light would freeze and then the thing would reboot away with the blue light. Alexa would tell me it ’ s ready to connect up and freeze mid sentence. Tried holding the action signal button for 5 seconds and it didn ’ t do much anything. Returning them immediately and hope if they actually fix all this item when the next buyer purchases it.",0
296,"« Very bad this device, I just don ’ t know which if why it ’ s useless because is refurbished or what but as it activated by itself, nobody is talking and he just activated it and start their talking. When this you talk though you have to yell super lauded",0
297,Eh. It that ’ s what works wonders on and wonders off. Half the time it always does not once respond when you say wake up the name. The Other then that only works fine,0
298,"& # 34 ; NEVER BUY CERTIFIED AND REFURBISHED ECHO DOT & # 34 ; I bought a & # 34 ; Certified Ready and Refurbished & # 34 ; Planet Echo Dot. Site This unit is very poor only in receiving command and sometimes it does not even even acknowledge the command. Never buy a refurbished Echo dot. Online The unit I received was probably never was certified and remains refurbished as indicated. I also bought a brand new new ECHO dot, it works perfectly. com Very disappointed!!!!",0
299,This device does not interact with just my personal home library filled with Apple devices. How very disappointing!,0
300,"The sound quality really is not all that good, especially not for the big price that makes you pay for this. I would recommend trying to get the Echo Dot and buy a lot better speaker instead. ‖ Maybe Sonos and use perhaps the other Echo dot.",0
301,"I am really not super impressed with your Alexa. When my Prime lapsed, she wouldn's t play anything. She isn't smart enough to not differentiate among spotify accounts properly so we can't use it properly for that either. She always randomly speaks up when really nobody is talking to her. Just today I accidentally unplugged her... not sure I'E ll ever use my Alexa again.",0
302,cant seem to get this thing down to slowly sink out with my wireless not sure If I will really be just returning it will try one second more next time.,0
303,"Really disappointed Alexa has to be plug - in to a wall socket all at the time. My fault for not checking this, but made foolish the blind assumption that a company has technologically advanced as Amazon Solutions would sell this product with a better rechargeable battery. If I could return home it, then I totally would as my Apple TV music and boom speaker give me more flexibility the Alexa.",0
304,"I have been actively thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue fireworks bulb. The excited ended quickly. I spend about a total of almost 4 hours attempting to add this bulb to my Alexa Echo Plus. I Everything I tried, ended in a Discovery Failed message. I tried to set this up over and over and over through again. I watched YouTube videos. I read set up websites. I was the poster child of insanity ( doing the same thing over and over again and expecting different results ). The next day I went onto Amazon to get the tech support. I was hoping something would be done to make this thing work, but also the problem not being operator error. Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work. This product has tested my patience. So far this experience is shifting my mindset from going to a smart home to just kicking it old school. The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb. The problem wasn't the bulb, because before packing up the items, I purchased another large bulb and still Alexa couldn't locate this device. I pray the next attempt is successful and then I will revise this rating, but what are the odds that I was shipped a small defective Echo? The support person had the same thought. Maybe I should be in exploring the Google device themselves but I can't get over the look of that hub. It looks like doing a defuser. I can't believe I didn't find YouTube videos that show the problems I did. Everything looked simple and seamless... NOT the experience I had. OK, I'm done with this review because I spend enough wasted time this weekend already.",0
305,Sound processing is terrible. Words Cannot be pair with same echo sound to play simultaneously. Must upgrade to amazon with music if you want something to play without more than one musical device at a time.,0
306,"Stopped the working after the 2 full weeks, didn's t follow commands!? of Really fun not when it was working?",0
307,Think Cheap and cheap from sound.,0
308,"Always wanted one, and till next I got one, it'N s not at all what kind it's you cracked up out to all be, because it's definitely hard to ever navigate I actually like the dot better.",0
309,8 The Live Echo Player does not properly link to Direct tv yet even though first they said it would. I have already spent multiple hours on this. I Made phone calls and texts. Also mentioned is its missing free bulb.,0
310,9 Terrible. 5 Stopped working after one more day.,0
311,"Only I don't just like this how I cannot load my Hulu account, it is also very slow. I know it is not just my main Internet connection because I already have an Xbox One that works me just fine, but using my Fire TV Stick takes forever managing to load onto anything.",0
312,The only negative opinion we have on this audio product today is with the overall terrible sound quality. A massive difference from the Alexa. Which to us was a big reason we wanted to also purchase this. Won ’ t soon be buying another until the real speaker health and sound treatment quality can improve.,0
313,"« It'll s sounding like Siri, how in fact, Siri answers more accurately but then Alexa. I don't yet see a real financial need for both it in my household, though it was a good bargain paid on prime and day deals.",0
314,"I only helped purchase the echo plus because it has a built in hub and came with the free philips hue bulb. When I got everything set up, I realized the echo plus hub won ’ t allow full functionality of the bulb. All it does is effectively turn from the light on / off and dim. It will not change colors. You still will have to have a Hue Bridge to have full functional function of all the features of the bulb. I wish I ’ d bought the bulb and bridge separately to each use together with the echo that I already had since the built in blue hub on this echo will essentially be useless and I ’ ll then have to buy the hue bridge to get the full benefit of the lights.",0
315,Sound is just terrible if u want some good music listen too get a bose,0
316,Can'a t turn of & # 34 ; gives things time to try & # 34 ; on the screen they scroll. This is a big promotion device just for the Amazon. 1 Packing it up and sending it back. They really want to get in our new heads.... Enough news already.,0
317,The battery echo part works fine. The hue hub is a natural disaster. It just worked for a hard few months and then nothing. I spent 2 hours on the phone with tech support one = y to have to send it in for another repair. I am now by trying to reconnect my lights. What a pain. I am having to reset each light bulb. It can sometimes take up to 5 times years to get it to reset. I have spent hours on pressing this. I will say customer service was friendly looking and tried to be helpful. Stick with the echo and smart plugs for lamps.,0
318,It This new thing here barely works. You have to go select 3rd party iOS apps just to do stuff you'd think it could do out of above the box. I'm merely sending mine back asap. A Waste price of money.,0
319,Doesn's t it always respond when spoken word to with promp word. I thought it probably would connect to catch my echo upstairs and not use it was like having an intercom haven't been able to effectively do all that.,0
320,ALEXA YOU IS IT NOT AS SMART AS SIRI! NO CANNOT CANCEL IN SNOOZE IN AFTER ON ALARM MA GOES IN OFF. HAVE TO TO CANCEL PRE - SE SET ALARM FOR WEEKDAYS.,0
321,"This is the worst Amazon purchase I ever have made. and I am big time Amazon fan... love the brand... unlimited digital music... prime videos... even buy my own online games, music, and short movies through their Amazon. This app I have really tried was to use it for make simple for purchases - - to do anything. It is useless.",0
322,"Alexa there is really pretty dumb,,,",0
323,"24 When you can think privately about doing it like this really doesn ’ t do much. Play music, answer stupid math questions, finally it was only able only to hook up to a thermostat. I can see why price is dropping like using a rock.",0
324,I am not the tec smart enough to make it work at all. U Will send it back if I... cant even get help. B My eco dot works together just fine. this world is way too complacated. And I just wanted a bigger crystal speaker.,0
325,las two películas no tiene est o no hay se las pueden cambiar que a español Y o no títulos que en lo español,0
326,"As in an echo its great, pretty Good sound... quality points and Good functionality. As such a smart home hub, it sucks. No automation, no geo - fencing, no music with syncing for hue, no z - wave. All it normally does is really turn things on with your voice. Ended up buying a mobile smartthing hub and transferring everything over.",0
327,"Now I'm quite weary about these picking up conversations when perhaps you are not actively using them - heard about something this happening on the television news. Today I have 3 - 4, so this story is very concerning. I wish Amazon would release something widespread news or push some firmware to prevent this. If they ever have, even I have not specifically heard about it yet.",0
328,Menu system doesn ’ t work. Says to it I can ’ at t also connect to amazon network,0
329,Not all that happy. The speaker range isn ’ t great and for suddenly some reason in a lot of times when actually I play music it will often start to make some weird noise and sometimes just stop. My son has sent a Google google home and it probably is doing much better,0
330,"The Really was disappointed Alexa has to be plug - in to wall socket devices all the fucking time. And My fault for not checking this, but made the tough assumption that a European company has technologically advanced as Amazon Prime would sell to this product with a rechargeable battery. If I could return it, I would as much my Apple music and boom speaker give me more flexibility the Alexa.",0
331,Was Dad loving through it all but starting in June 1976 Hulu stopped working out and crunchyroll still doesn me ’ ain t now work either. Probably will switch to something else soon.,0
332,Haven'h t even had it a week and already it probably cannot connect to my cell network. Tried through reconnecting manually and the usual echo frequency never appears in the list of potential devices needing to connect. It will be on it's our way back to Amazon,0
333,Weak sound. Compared to the big Google Home or Mini the sound is bad. Also you need Prime Music to each have a small selection of music and need prime music units to play out everything. Also if you get two you need prime family music to play music on both. I think that it's lame saying that you need a good family plan to use multiple PC devices.,0
334,When Alexa hardly anyone came on..,0
335,No internet YouTube,0
336,I always wanted to use it as only a clock in both our bedroom. But the font is too incredibly small almost to see from quite any decent distance. Eight And apparently you still can't change it.,0
337,"0 Stopped working after about 2 weeks, didn't you follow my commands!? 1 Really rather fun when it was working?",0
338,"Great product and I would give in 5 guest stars - but you can't always scroll face cards without having chosen the word stupid & # 34 ; try and really ask Alexa & # 34 ; suggestions pop up. Yes you can have it scroll once, and just stay on the clock, but I like having other cards as really well. God its the worst trick and SO irritating. So I got it super cheap, so i just face the screen toward the wall panel and treat it like a Dot instead of a Spot. What a dumb move on Amazons part.",0
339,Fast to bear load. • But keeps rebooting just in middle of shows,0
